Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2003026;2003-04-16;HP;HP rx5670;HP-UX 11i;Oracle 9i;Intel Itanium II;1.5 GHz;4;;;24;6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2603.pdf;;860;1.97;;;259000;86330;4320;;2-tier;Bare-Metal;4.6C
2003025;2003-04-10;HP;hp ProLiant Model BL20p G2;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon DP;3.06 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2503.pdf;;315;1.97;;;95000;31670;1580;;2-tier;Bare-Metal;4.6C
2003024;2003-04-10;HP;hp ProLiant Model DL560;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2 GHz;4;;;5;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2403.pdf;;500;1.91;;;151000;50330;2520;;2-tier;Bare-Metal;4.6C
2003023;2003-04-10;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300/RX300;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;3.06 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2303.pdf;;288;1.86;;;87000;29000;1450;;2-tier;Bare-Metal;4.6C
2003022;2003-04-10;NEC;NEC Express 5800;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;2.8 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2203.pdf;;275;1.78;;;84000;28000;1400;;2-tier;Bare-Metal;4.6C
2003021;2003-03-27;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY TX200;SUSE Linux Enterprise Server 8;SAP DB 7.3;Intel Xeon;3 GHz;2;;;3;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2103.pdf;;292;1.96;;;88000;29330;1470;;2-tier;Bare-Metal;4.6C
2003020;2003-03-20;Bull;Bull NovaScale Model 4040;Windows Server 2003 Enterprise Edition;SQL Server 2000 Enterprise Edition;Intel Itanium 2;1 GHz;4;;;16;32 KB L1 cache/  246 KB L2 cache/ 3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2003.pdf;;490;1.93;;;148000;49330;2470;;2-tier;Bare-Metal;4.6C
2003019;2003-03-17;IBM;IBM eServer BladeCenter HS20;Windows Server 2003;DB2 8.1;Intel Xeon DP;2.4 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1903.pdf;;230;1.98;;;69000;23000;1150;;2-tier;Bare-Metal;4.6C
2003018;2003-03-17;IBM;IBM eServer xSeries x440;SUSE Linux Enterprise Server 8.0;DB2 8.1;Intel Xeon MP;2 GHz;4;;;4;512 KB L2 cache /2 MB L3 cache;https://www.sap.com/dmc/benchmark/2018/Cert1803.pdf;;5790;1.96;;;1743000;581000;29050;;3-tier;Bare-Metal;4.6C
2003017;2003-03-11;Hitachi;Hitachi HA8000 Model 70;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;2.8 GHz;2;;;4;512 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1703.pdf;;205;1.59;;;64000;21330;1070;;2-tier;Bare-Metal;4.6C
2003016;2003-03-11;HP;hp ProLiant;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon MP;2 GHz;4;;;5;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1603.pdf;;480;1.93;;;145000;48330;2420;;2-tier;Bare-Metal;4.6C
2003015;2003-03-11;Fujitsu Siemens Computers;Fujitsu Siemens Computers;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;3 GHz;2;;;3;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1503.pdf;;280;1.98;;;84000;28000;1400;;2-tier;Bare-Metal;4.6C
2003014;2003-03-11;Fujitsu Siemens Computers;PRIMERGY T850 GE RH;SUSE Linux Enterprise Server 8 (DB), SUSE Linux Enterprise Server 7 (Apps);SAP DB 7.3;Intel Xeon MP;2 GHz;8;;;8;2 MB L3 cache;https://www.sap.com/dmc/benchmark/2014/Cert1403.pdf;;5500;1.89;;;1666000;555330;27770;;3-tier;Bare-Metal;4.6C
2003010;2003-03-11;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMEPOWER 900;Solaris 8;Oracle 9i;SPARCTM V;1.35 GHz;16;;;64;256 KB L1 cache/  2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1003.pdf;;2200;1.91;;;665000;221670;11080;;2-tier;Bare-Metal;4.6C
2003009;2003-03-11;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMEPOWER 900;Solaris 8;Oracle 9i;SPARCTM V;1.35 GHz;8;;;32;256 KB L1 cache/  2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0903.pdf;;1120;1.95;;;337000;112330;5620;;2-tier;Bare-Metal;4.6C
2003008;2003-02-25;NEC;NEC Express5800;Windows Server 2003 - Datacenter Edition;SQL Server 2000 EE 64-bit;Intel Itanium2;1 GHz;32;;;64;3MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0803.pdf;;2750;1.85;;;835000;278330;13920;;2-tier;Bare-Metal;4.6C
2003007;2003-02-14;HP;hp ProLiant DL 380 G3;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon DP;2.8 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0703.pdf;;245;1.95;;;74000;24670;1230;;2-tier;Bare-Metal;4.6C
2003006;2003-02-10;Sun Microsystems;Sun Fire 15000;Solaris 9;Oracle 9i;UltraSPARC III;1.2 GHz;104;;;576;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0603.pdf;;8000;1.81;;;2439000;813000;40650;;2-tier;Bare-Metal;4.6C
2003005;2003-02-10;Sun Microsystems;Sun Fire 15000;Solaris 9;Oracle 9i;UltraSPARC III;1.2 GHz;72;;;576;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0503.pdf;;5775;1.62;;;1789000;596330;29820;;2-tier;Bare-Metal;4.6C
2003004;2003-01-27;HP;hp AlphaServer Model GS 1280;HP Tru64 Unix 5.1B;Oracle 9i;Alpha 21364C (EV7);1.15 GHz;32;;;256;1835 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0403.pdf;;4500;1.63;;;1393000;464330;23220;;2-tier;Bare-Metal;4.6C
2003003;2003-01-21;HP;hp ProLiant DL740;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2 GHz;8;;;8;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0303.pdf;;715;1.95;;;215000;71670;3580;;2-tier;Bare-Metal;4.6C
2003002;2003-01-16;IBM;IBM eServer pSeries 650;AIX 5.2;DB2 UDB 8.1;Power4;1.45 GHz;8;;;64;1.5 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0203.pdf;;1220;1.95;;;368000;122670;6130;;2-tier;Bare-Metal;4.6C
2003001;2003-01-16;IBM;eServer xSeries x440;Windows 2000;DB2 UDB 7.2;Intel Xeon DP;2.4 GHz;4;;;64;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0103.pdf;;150;0.11;;;53000;17670;880;;2-tier;Bare-Metal;4.6C
2002072;2002-12-20;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY H450/R450;Windows 2000;SQL Server 2000;Intel Xeon MP;2 GHz;4;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7202.pdf;;462;1.92;;;139000;46330;2320;;2-tier;Bare-Metal;4.6C
2002071;2002-12-20;HP;hp ProLiant Model DL580 G2;Windows 2000;SQL Server 2000;Intel Xeon MP;2 GHz;4;;;4;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7102.pdf;;476;1.95;;;143000;47670;2380;;2-tier;Bare-Metal;4.6C
2002070;2002-12-18;IBM;IBM eServer xSeries 440 Model 8687-38X;Windows .NET Datacenter Server;DB2 UDB 8.1;Intel Xeon MP;2 GHz;16;;;32;256 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7002.pdf;;1090;1.48;;;342000;114000;5700;;2-tier;Bare-Metal;4.6C
2002068;2002-12-12;HP;hp ProLiant Model ML530 G2;Windows 2000;SQL Server 2000;Intel Xeon DP;2.4 GHz;2;;;4;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6802.pdf;;218;1.98;;;65000;21670;1080;;2-tier;Bare-Metal;4.6C
2002067;2002-12-12;IBM;IBM eServer xSeries x235 Model 8671-31X;Windows 2000;DB2 UDB 7.1;Intel Xeon DP;2.2 GHz;2;;;4;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6702.pdf;;170;1.79;;;52000;17330;870;;2-tier;Bare-Metal;4.6C
2002065;2002-11-22;IBM;IBM eServer xSeries x225 Model 8685-11X;Windows 2000;DB2 UDB 7.1;Intel Xeon MP;1.4 GHz;4;;;4;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6502.pdf;;225;1.63;;;70000;23330;1170;;2-tier;Bare-Metal;4.6C
2002064;2002-11-11;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY H400;Linux 2.4.18;SAP DB 7.3;Pentium III Xeon;0.9 GHz;4;;;4;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd3/Cert6402.pdf;;2500;1.98;;;751000;250330;12520;;3-tier;Bare-Metal;4.6C
2002063;2002-11-11;HP;hp rx5670;HP-UX 11i;Oracle 9i;Intel Itanium II;1 GHz;4;;;24;3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6302.pdf;;600;1.99;;;180000;60000;3000;;2-tier;Bare-Metal;4.6C
2002062;2002-11-11;Unisys;Unisys e-@ction Enterprise Server ES7000 Aries 130;Windows .NET 2003 Datacenter Server;SQL Server 2000;Intel Itanium II;1 GHz;16;;;64;3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6202.pdf;;1340;1.84;;;407000;135670;6780;;2-tier;Bare-Metal;4.6C
2002061;2002-11-11;Hitachi;Hitachi HA8000 Model 270;Windows 2000;SQL Server 2000;Intel Xeon MP;1.6 GHz;4;;;8;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6102.pdf;;285;1.58;;;89000;29670;1480;;2-tier;Bare-Metal;4.6C
2002060;2002-11-11;IBM;IBM eServer pSeries 650;AIX 5.1;DB2 UDB 7.2;Power4;1.2 GHz;8;;;64;1.5 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6002.pdf;;900;1.97;;;271000;90330;4520;;2-tier;Bare-Metal;4.6C
2002059;2002-11-04;NEC;NEC Express5800 Model 120Re-2;Windows 2000;SQL Server 2000;Intel Xeon;2.4 GHz;2;;;2;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5902.pdf;;193;1.83;;;59000;19670;980;;2-tier;Bare-Metal;4.6C
2002058;2002-11-04;NEC;NEC Express5800 Model 180Rc-4;Windows 2000 Datacenter;SQL Server 2000;Intel Xeon MP;1.6 GHz;8;;;8;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5802.pdf;;509;1.94;;;154000;51330;2570;;2-tier;Bare-Metal;4.6C
2002057;2002-11-04;IBM;IBM eServer xSeries 440 Model 8687-3RX;SUSE Linux 8.0 (Linux Kernel 2.4.18);DB2 UDB 7.2;Intel Xeon MP;2 GHz;8;;;8;256 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5702.pdf;;690;1.95;;;208000;69330;3470;;2-tier;Bare-Metal;4.6C
2002056;2002-10-11;Bull;Bull Express 5800 Model 120Me;Windows 2000 AS;SQL Server 2000;Intel Xeon DP;2.2 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5602.pdf;;180;1.86;;;55000;18330;920;;2-tier;Bare-Metal;4.6C
2002055;2002-10-11;HP;hp ProLiant Model ML570 G2;Windows 2000 AS;SQL Server 2000;Intel Xeon MP;2 GHz;4;;;4;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5502.pdf;;435;1.94;;;131000;43670;2180;;2-tier;Bare-Metal;4.6C
2002054;2002-10-02;IBM;IBM eServer pSeries p660-6H1;AIX 5.1;DB2 V7.2;RS64 IV;0.75 GHz;6;;;16;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5402.pdf;;570;1.87;;;173000;57670;2880;;2-tier;Bare-Metal;4.6C
2002053;2002-10-02;IBM;IBM eServer pSeries p690;AIX 5.1;DB2 V8.1;Power4;1.3 GHz;32;;;64;24 MB L2;https://www.sap.com/dmc/benchmark/sd3/Cert5302.pdf;;47528;1.88;;;14398000;4799330;239970;;3-tier;Bare-Metal;4.6C
2002052;2002-10-02;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY BX300;Linux 2.4.18;SAP DB 7.3;Pentium III LV;0.8 GHz;2;;;2;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd3/Cert5202.pdf;;875;1.96;;;263000;87670;4380;;3-tier;Bare-Metal;4.6C
2002050;2002-09-27;IBM;IBM eServer pSeries p690;AIX 5.1;DB2 V7.2;Power4;1.3 GHz;32;;;64;24 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5002.pdf;;4128;1.89;;;1250000;416670;20830;;2-tier;Bare-Metal;4.6C
2002049;2002-09-23;Unisys;Unisys e-@ction Enterprise Server ES7000;Windows .NET Datacenter Server RC1;MS SQL Server 2000;Pentium Xeon;1.6 GHz;16;;;64;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd3/Cert4902.pdf;;17700;0.88;;;5855000;1951670;97580;;3-tier;Bare-Metal;4.6C
2002048;2002-09-13;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY BX300;Windows 2000;SQL Server 2000;Pentium III LV;0.8 GHz;2;;;2;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4802.pdf;;118;1.97;;;35000;11670;580;;2-tier;Bare-Metal;4.6C
2002046;2002-09-02;IBM;IBM eServer pSeries p690;AIX 5.1;DB2 V7.2;Power4;1.3 GHz;32;;;64;24 MB L2;https://www.sap.com/dmc/benchmark/sd3/Cert4602.pdf;;47008;1.97;;;14139000;4713000;235650;;3-tier;Bare-Metal;4.6C
2002043;2002-08-08;HP;hp ProLiant Model 360 G2;Windows 2000;SQL Server 2000;Intel Pentium III;1.4 GHz;2;;;2;512 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4302.pdf;;160;1.93;;;48000;16000;800;;2-tier;Bare-Metal;4.6C
2002042;2002-08-08;HP;hp ProLiant Model DL580 G2;Windows 2000;SQL Server 2000;Intel Xeon MP;1.6 GHz;4;;;4;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4202.pdf;;356;1.97;;;107000;35670;1780;;2-tier;Bare-Metal;4.6C
2002041;2002-08-08;Dell;Dell PowerEdge 2650;Windows 2000;SQL Server 2000;Intel Xeon;2.4 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4102.pdf;;188;1.98;;;56000;18670;930;;2-tier;Bare-Metal;4.6C
2002040;2002-07-30;IBM;IBM xSeries 440 Model 8687-3RX;Linux 2.4.18;DB2 UDB Version 7.2;Intel Xeon MP;1.6 GHz;8;;;8;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4002.pdf;;575;1.89;;;174000;58000;2900;;2-tier;Bare-Metal;4.6C
2002039;2002-07-19;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY T850;Windows 2000;SQL Server 2000;Intel Xeon MP;1.6 GHz;8;;;8;256 kB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3902.pdf;;518;1.97;;;156000;52000;2600;;2-tier;Bare-Metal;4.6C
2002038;2002-07-19;Dell;Dell PowerEdge 6650;Windows 2000;SQL Server 2000;Intel Xeon MP;1.6 GHz;4;;;4;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3802.pdf;;281;1.77;;;86000;28670;1430;;2-tier;Bare-Metal;4.6C
2002037;2002-07-08;HP;HP server rx5670;Windows AS LE 1.2;SQL Server 2000;Intel Itanium 2/;1 GHz;4;;;16;3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3702.pdf;;470;1.97;;;141000;47000;2350;;2-tier;Bare-Metal;4.6C
2002036;2002-06-25;NEC;NEC Express5800 Model 140Hc;Windows 2000;SQL Server 2000;Intel Xeon MP;1.6 GHz;4;;;4;1 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3602.pdf;;342;1.87;;;104000;34670;1730;;2-tier;Bare-Metal;4.6C
2002035;2002-06-25;NEC;NEC Express5800 Model 120Rd-2;Windows 2000;SQL Server 2000;Intel Pentium III-S;1.26 GHz;2;;;2;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3502.pdf;;137;1.97;;;41000;13670;680;;2-tier;Bare-Metal;4.6C
2002034;2002-06-17;Sun Microsystems;Sun-Fire V880;Solaris 8;DB2 UDB 7.2;UltraSPARC III;0.9 GHz;8;;;32;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3402.pdf;;600;1.96;;;181000;60330;3020;;2-tier;Bare-Metal;4.6C
2002033;2002-06-05;IBM;IBM eServer pSeries Model p670;AIX 5.1;DB2 UDB 7.2;Power4;1 GHz;8;;;64;0.72 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3302.pdf;;860;1.79;;;263000;87670;4380;2002032;2-tier;Bare-Metal;4.6C
2002032;2002-06-05;IBM;IBM eServer pSeries Model p670;AIX 5.1;DB2 UDB 7.2;Power4;1 GHz;8;;;64;0.72 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3202.pdf;;860;1.84;;;261000;87000;4350;2002033;2-tier;Bare-Metal;4.6C
2002031;2002-06-03;HP;4x HP AlphaServer ES45 Model 2;HP Tru64 Unix V5.1A;Oracle 9i Real Application Clusters (RAC);Alpha EV6.8CB (21264C);1.0 GHz;2;;;32;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd_parallel/Cert020031.pdf;;12000;1.92;;;3625000;1208330;60420;;SD Parallel - With Round Robin;Bare-Metal;SAP R/3 4.6c
2002030;2002-06-03;HP;2x HP AlphaServer ES45 Model 2;HP Tru64 Unix V5.1A;Oracle 9i Real Application Clusters (RAC);Alpha EV6.8CB (21264C);1.0 GHz;4;;;32;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd_parallel/Cert02030.pdf;;6580;1.81;;;2005000;668330;33420;;SD Parallel - With Round Robin;Bare-Metal;SAP R/3 4.6C
2002029;2002-06-03;HP;2x HP AlphaServer ES45 Model 2;HP Tru64 Unix V5.1A;Oracle 9i Real Application Clusters (RAC);Alpha EV6.8CB (21264C);1.0 GHz;4;;;32;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd_parallel/Cert02029.pdf;;3640;0.81;;;1212000;404000;20200;;SD Parallel - With Round Robin;Bare-Metal;SAP R/3 4.6C
2002028;2002-05-29;Hitachi;Hitachi HA8000 Model 70;Windows 2000;MS SQL Server 2000;Pentium III-S;1.26 GHz;2;;;3;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2802.pdf;;113;1.86;;;34000;11330;570;;2-tier;Bare-Metal;4.6C
2002024;2002-05-29;Fujitsu Siemens Computers;Fujitsu Siemens Primergy F250/P250;Windows 2000;MS SQL Server 2000;Intel Xeon;2 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2402.pdf;;200;1.98;;;60000;20000;1000;;2-tier;Bare-Metal;4.6C
2002023;2002-05-29;Fujitsu Siemens Computers;Fujitsu Siemens Primepower 650;Solaris 8;Oracle 9i;Sparc64;0.67 GHz;8;;;16;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2302.pdf;;590;1.98;;;177000;59000;2950;;2-tier;Bare-Metal;4.6C
2002022;2002-05-29;Fujitsu Siemens Computers;Fujitsu Siemens Primepower 850 16-processors SMP;Solaris 8;Oracle 9i;Sparc64;0.67 GHz;16;;;32;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2202.pdf;;1160;1.94;;;350000;116670;5830;;2-tier;Bare-Metal;4.6C
2002021;2002-05-10;HP;HP Model TC7100 / RC 7100;Windows 2000;MS SQL Server 2000;Intel Xeon Foster MP;1.6 GHz;4;;;4;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2102.pdf;;315;1.77;;;96000;32000;1600;;2-tier;Bare-Metal;4.6C
2002020;2002-04-26;Fujitsu Siemens Computers;Fujitsu Siemens Primergy H450;Windows 2000;MS SQL Server 2000;Intel Xeon MP;1.6 GHz;4;;;4;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2002.pdf;;348;1.98;;;105000;35000;1750;;2-tier;Bare-Metal;4.6C
2002019;2002-04-26;Compaq;Compaq ProLiant DL 760;Windows 2000;MS SQL Server 2000;Pentium III Intel Xeon;0.9 GHz;8;;;6;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1902.pdf;;382;1.86;;;116000;38670;1930;;2-tier;Bare-Metal;4.6C
2002018;2002-03-22;Compaq;Compaq ProLiant Model DL590/64;Windows Advanced Server, Limited Edition;MS SQL Server 2000;Intel Itanium;0.8 GHz;4;;;8;4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1802.pdf;;200;1.7;;;62000;20670;1030;;2-tier;Bare-Metal;4.6C
2002017;2002-03-22;Fujitsu Siemens Computers;Fujitsu Siemens Primergy H250;Windows 2000;MS SQL Server 2000;Intel Xeon DP;2.2 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1702.pdf;;215;1.94;;;65000;21670;1080;;2-tier;Bare-Metal;4.6C
2002015;2002-03-22;NEC;NEC Express 5800/140 Ra-4;Windows 2000;MS SQL Server 2000;Pentium III Intel Xeon;0.9 GHz;4;;;4;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1502.pdf;;235;1.49;;;74000;24670;1230;;2-tier;Bare-Metal;4.6C
2002014;2002-03-11;IBM;IBM eServer xSeries Model 440;Windows 2000;DB2 UDB 7.2;Pentium Intel Xeon;1.6 GHz;8;;;8;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1402.pdf;;520;1.85;;;158000;52670;2630;;2-tier;Bare-Metal;4.6C
2002013;2002-03-11;IBM;IBM eServer xSeries Model 440;Windows 2000;DB2 UDB 7.2;Pentium Intel Xeon;1.6 GHz;4;;;8;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1302.pdf;;312;1.98;;;94000;31330;1570;;2-tier;Bare-Metal;4.6C
2002012;2002-03-11;IBM;IBM eServer xSeries Model 440;Windows 2000;DB2 UDB 7.1;Pentium Intel Xeon;1.5 GHz;8;;;4;256 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1202.pdf;;315;1.42;;;99000;33000;1650;;2-tier;Bare-Metal;4.6C
2002011;2002-03-11;IBM;IBM eServer xSeries x360 Model 8686-3RX;Windows 2000;DB2 UDB 7.1;Intel Xeon;1.6 GHz;2;;;4;1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1102.pdf;;150;0.2;;;53000;17670;880;;2-tier;Bare-Metal;4.6C
2002010;2002-03-11;Compaq;Compaq ProLiant DL580;Windows 2000;MS SQL Server 2000;Pentium III Intel Xeon;0.9 GHz;4;;;2;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1002.pdf;;240;1.79;;;73000;24330;1220;;2-tier;Bare-Metal;4.6C
2002009;2002-03-11;Mitsubishi;Apricot FT8000 45 Ha;Windows 2000;MS SQL Server 2000;Pentium Intel Xeon;0.9 GHz;4;;;3;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0902.pdf;;189;1.97;;;57000;19000;950;;2-tier;Bare-Metal;4.6C
2002008;2002-03-11;Mitsubishi;Apricot FT8000 25Hb;Windows 2000;MS SQL Server 2000;Pentium;1.4 GHz;2;;;4;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0802.pdf;;143;1.88;;;43000;14330;720;;2-tier;Bare-Metal;4.6C
2002007;2002-03-04;Unisys;Unisys<BR> e-@ction  Enterprise Server ES7000;Windows Datacenter Server Limited Edition (DB),<BR>Windows 2000 (Apps);MS SQL Server 2000;Pentium III;0.9 GHz;32;;;12;2 MB L2;https://www.sap.com/dmc/benchmark/sd3/Cert0702.pdf;;26000;1.97;;;7818000;2606000;130300;;3-tier;Bare-Metal;4.6C
2002006;2002-02-18;Fujitsu Siemens Computers;Fujitsu Primepower 2000;Solaris 8;Oracle 9i;Sparc64;0.67 GHz;64;;;96;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0602.pdf;;4200;1.97;;;1263000;421000;21050;;2-tier;Bare-Metal;4.6C
2002005;2002-01-24;Fujitsu Siemens Computers;Fujitsu Siemens Primepower 2000;Solaris 8;Oracle 9i;Sparc64;0.67 GHz;128;;;128;8 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0502.pdf;;7800;1.98;;;2345000;781670;39080;;2-tier;Bare-Metal;4.6C
2002002;2002-01-11;NEC;NEC Express 5800/180Rb-7;Windows 2000;MS SQL Server 2000;Pentium III Intel Xeon;0.9 GHz;8;;;9;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0202.pdf;;381;1.85;;;116000;38670;1930;;2-tier;Bare-Metal;4.6C
2002001;2002-01-11;Dell;Dell Poweredge 8450;Windows 2000;MS SQL Server 2000;Pentium III Intel Xeon;0.9 GHz;8;;;9;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0102.pdf;;100;0.51;;;34000;11330;570;;2-tier;Bare-Metal;4.6C
2001049;2001-12-11;Bull;Bull Escala EPC2450;AIX 4.3.3;DB2 V7.2;RS64 IV;0.6 GHz;24;;;64;16 MB L2 cache;https://www.sap.com/dmc/benchmark/sd3/CERT4901.pdf;;25560;1.95;;;7698000;2566000;128300;;3-tier;Bare-Metal;4.6C
2001046;2001-11-14;IBM;IBM eServer pSeries p680;AIX 4.3.3;DB2 V7.2;RS64 IV;0.6 GHz;24;;;64;16 MB L2;https://www.sap.com/dmc/benchmark/sd3/Cert4601.pdf;;25560;1.92;;;7720000;2573330;128670;;3-tier;Bare-Metal;4.6C
2001045;2001-10-26;Fujitsu Siemens Computers;Fujitsu Siemens Primergy H200;Windows 2000;MS SQL Server 2000;Pentium III;1 GHz;2;;;2;256kB L2 Cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4501.pdf;;110;1.87;;;33000;11000;550;;2-tier;Bare-Metal;4.6C
